carID,Brand,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,paintQuality%,previousOwners,hasDamage
50120,Skoda, Fabia,2017.0,8295,Manual,16757.0,Petrol,20.0,60.1,1.2,69.0,4.0,0.0
25170,Ford, Fiesta,2018.0,17250,Manual,6720.0,Petrol,150.0,40.3,1.5,45.0,1.0,0.0
15845,Ford, B-MAX,2017.0,10698,Manual,,Petrol,150.0,55.4,1.0,54.0,3.0,0.0
56785,Opel, Corsa,2016.0,6980,Manual,20177.0,Petrol,30.0,55.4,1.4,43.0,2.0,0.0
71785,VW, Polo,2018.0,12300,MANUAL,11471.0,Petrol,145.0,64.2,1.0,73.0,3.0,0.0
67333,VW, Golf,2013.0,7995,Manual,79810.0,Diesel,30.0,62.8,2.0,94.0,4.0,0.0
52836,Toyota, Yaris,2015.0,7750,Manual,43455.0,Petrol,30.0,58.0,1.3,77.0,2.0,0.0
47525,Skoda, Kodiaq,2019.0,27490,Automatic,10535.0,Petrol,145.0,31.7,2.0,77.0,1.0,0.0
60988,Opel, Mokka X,2017.0,8550,Manual,56399.0,Diesel,30.0,65.7,,32.0,0.0,0.0
17943,Ford, edge,2016.0,18640,Manual,24105.0,Diesel,160.0,48.7,2.0,40.0,1.0,0.0
58893,Opel, Cors,2017.0,7695,Manual,24750.0,Petrol,145.0,55.4,1.4,98.0,4.0,0.0
72856,VW, Golf,2013.0,9850,automatic,51157.0,DIESEL,30.0,62.8,2.0,98.0,0.0,0.0
35227,Mercedes, A Class,2016.0,13200,Manual,61000.0,Diesel,20.0,68.9,1.5,43.0,0.0,0.0
6539,Audi, A8,2018.0,38990,unknown,8872.0,Diesel,145.0,48.7,3.0,80.0,0.0,0.0
10675,BMW, 1 Series,2015.0,11995,Manual,30241.0,Diesel,20.0,72.4,1.5,71.0,1.0,0.0
53409,Toyota, Prius,2016.0,24500,Automatic,11748.0,Hybrid,0.0,68.9,1.8,95.0,3.0,0.0
11601,BMW, X1,2018.0,22500,Automatic,19063.0,Petrol,145.0,44.8,2.0,43.0,0.0,0.0
63444,Opel, Corsa,2018.0,9250,Manual,7366.0,Petrol,145.0,43.5,1.4,33.0,4.0,0.0
53528,Toyota, Aygo,2016.0,7500,Manual,37688.0,Petrol,0.0,69.0,1.0,95.0,0.0,0.0
60560,Opel, Mokka X,2023.2679886733629,13098,Manual,3665.0,Petrol,145.0,39.2,1.4,35.0,0.0,0.0
3503,Audi, A1,2017.0,12990,Manual,7903.0,Petrol,-60.68409479537365,67.3,1.0,67.0,1.0,0.0
17109,Ford, Focus,2017.0,12300,Manual,14724.0,Petrol,20.0,60.1,1.0,68.0,4.0,0.0
71981,VW, Golf,2018.0,28990,Semi-Auto,12262.0,Petrol,145.0,39.8,2.0,84.0,4.0,0.0
28068,Ford, EcoSport,2017.0,9800,Manual,26391.0,Diesel,30.0,64.2,1.5,69.0,2.0,0.0
57234,Opel, Adam,2015.0,7900,Manual,10716.0,petrol,125.0,52.3,1.4,90.0,0.0,0.0
49653,Skoda, Kodiaq,2019.0,33083,Automatic,512.0,Diesel,145.0,44.8,2.0,87.0,0.0,0.0
13983,, 1 Series,2017.0,13200,Manual,17117.0,Petrol,145.0,53.3,1.5,39.0,1.0,0.0
11763,BMW, 1 Series,2016.0,9800,anual,33835.0,Petrol,30.0,56.5,1.5,62.0,3.0,0.0
2034,Audi, q2,2019.0,24440,Manual,3017.0,Diesel,145.0,46.3,1.6,70.0,0.0,0.0
15138,For, Fiesta,2017.0,8599,anual,30925.0,Petrol,0.0,65.7,1.0,72.0,4.0,0.0
1899,Audi, A3,2019.0,33990,Semi-Auto,262.0,Petrol,150.0,33.2,2.0,47.0,0.0,0.0
41579,Mercedes, C Class,2015.0,13990,Automatic,67000.0,iesel,30.0,61.4,2.1,47.0,1.0,0.0
12234,BMW, Z4,2019.0,31488,Automatic,3644.0,Petrol,145.0,38.7,2.0,38.0,4.0,0.0
46611,Mercedes, A Class,2019.0,18900,Automatic,8170.0,Diesel,145.0,65.7,1.5,79.0,4.0,0.0
62487,Opel,,2017.0,10492,Manual,22773.0,Petrol,200.0,41.5,1.4,71.0,0.0,0.0
37295,Mercedes, C Class,2019.0,35539,Semi-Auto,1000.0,Diesel,,,2.0,51.0,3.0,0.0
13433,BMW, 2 Series,2020.0,30980,Semi-Auto,1500.0,Petrol,145.0,42.2,1.5,47.0,4.0,0.0
16339,ord, C-MAX,2016.0,9899,Manual,28889.0,Petrol,30.0,55.4,1.0,49.0,0.0,0.0
50454,Skoda, Fabia,2017.0,8395,Manual,19667.0,Petrol,150.0,64.2,1.0,57.0,1.0,0.0
70509,VW, Golf,2017.0,16995,Manual,36202.0,Diesel,20.0,67.3,2.0,55.0,1.0,0.0
59070,Opel, Mokka X,2017.0,12900,emi-Auto,11279.0,Petrol,160.0,43.5,1.4,36.0,2.0,0.0
59920,Opel, Zafira,2008.0,1995,Manual,104000.0,Petrol,260.0,36.2,1.8,63.0,0.0,0.0
11699,BMW, 1 Series,2016.0,15390,Automatic,14072.0,Diesel,20.0,68.9,1.5,74.0,4.0,0.0
4242,Audi, A3,2016.0,10490,Manua,33000.0,,327.9157783460352,70.6,1.6,66.0,1.0,0.0
33263,Hyundai, IX35,2014.0,9397,Automatic,44205.0,Diesel,260.0,41.5,2.0,44.0,4.0,0.0
12119,BMW, 3 Series,2016.0,16899,Automatic,45587.0,Diesel,145.0,53.3,3.0,63.0,3.0,0.0
58896,Opel, Mokka X,2019.0,14789,Manual,4694.0,Petrol,145.0,39.2,1.4,47.0,1.0,0.0
57650,Opel, Mokka X,2019.0,15260,Manual,9529.0,Petrol,145.0,39.2,1.4,50.0,1.0,0.0
16324,Ford, Kuga,2019.0,17700,Manual,8273.0,Diesel,145.0,38.2,2.0,41.0,2.0,0.0
18248,Ford, Focus,2016.0,7900,Manual,58898.0,Diesel,,,1.5,93.0,,0.0
66330,VW, T-Roc,2019.0,20998,Manua,10.0,Diesel,145.0,50.4,1.6,71.0,2.0,0.0
21646,Ford, Kuga,2019.0,23250,Semi-Auto,9931.0,Diesel,145.0,38.7,2.0,63.0,2.0,0.0
15633,Ford, ECOSPORT,2017.0,9390,Manual,40907.0,Petrol,150.0,52.3,1.0,77.0,4.0,0.0
61786,Opel, Mokka X,2018.0,12298,Manual,16848.0,Petrol,145.0,39.2,1.4,83.0,0.0,0.0
63605,Opel, Mokka X,2019.0,13699,Manual,16609.0,Petro,145.0,39.2,1.4,44.0,4.0,0.0
21449,Ford, Fiesta,2016.0,8399,anual,27928.0,Diesel,0.0,78.5,1.5,60.0,1.0,0.0
19917,Ford, Ka+,2019.0,9500, Manual ,2900.0,Petrol,145.0,47.9,1.2,83.0,3.0,0.0
39902,Mercedes, C Class,,33990,Semi-Auto,100.0,Diesel,326.028233171514,57.7,2.0,54.0,1.0,0.0
13835,BMW, 1 Series,2020.0,25450,Semi-Auto,6565.0,Diesel,150.0,51.4,2.0,96.0,0.0,0.0
48258,Skoda, Fabia,2016.0,6995,Manual,41480.0,Diesel,0.0,78.5,1.4,96.0,3.0,0.0
10453,BMW, 3 Series,2019.0,32888,Automatic,13136.0,Petrol,145.0,42.2,2.0,98.0,2.0,0.0
1558,AUDI, Q3,2018.0,27525,Semi-Auto,15892.0,Petrol,145.0,40.4,2.0,86.0,1.0,0.0
22271,Ford, Focus,2017.0,17950,Manual,27188.0,Petrol,145.0,41.5,2.0,39.0,1.0,0.0
16016,Ford, Focus,2016.0,8998,Manual,36087.0,Diesel,0.0,74.3,1.5,81.0,3.0,0.0
71616,V, T-Cross,2020.0,22750,Manual,3000.0,DIESEL,145.0,52.3,1.6,53.0,2.0,0.0
45184,Mercedes, GL Class,2011.2108534904103,20899,Automatic,14026.0,Diesel,145.0,56.5,2.1,67.0,1.0,0.0
71989,VW, GOLF,2019.0,23916,Manual,5823.0,Petrol,145.0,37.7,2.0,96.0,3.0,0.0
26441,Ford, Focus,2017.0,16995,Manual,23874.0,Diesel,145.0,67.3,2.0,42.0,1.0,0.0
53861,Toyota, Yaris,2016.0,9395,Manual,2845.0,Petrol,30.0,58.0,1.3,86.0,1.0,0.0
73068,VW, Tiguan,2016.0,15290,Manual,24402.0,Diesel,145.0,53.3,2.0,92.0,3.0,0.0
74517,VW, Polo,2017.0,10295,Manual,17000.0,Petrol,20.0,60.1,1.0,63.0,,0.0
39837,Mercedes, CLS Class,2013.0,12795,Automatic,59210.0,Diesel,200.0,46.3,3.0,30.0,4.0,
24333,Ford, Focus,2019.0,16900,Manual,9300.0,Petrol,145.0,60.1,1.0,88.0,4.0,0.0
61614,Opel,,2017.0,11500,Manual,38276.0,Diesel,145.0,65.7,1.6,92.0,3.0,0.0
1827,Audi, Q7,2019.0,45990,Semi-Auto,6000.0,,145.0,33.2,3.0,45.0,0.0,0.0
45364,Mercedes, B Class,2019.0,22990,Manual,169.0,Petrol,145.0,44.8,1.3,92.0,3.0,0.0
57868,Opel, Insignia,2011.0,4295,Manual,80701.0,Diesel,160.0,52.3,2.0,61.0,1.0,0.0
63554,opel,Astra,2015.0,7980,Manual,33112.0,Petrol,160.0,47.1,1.4,97.0,1.0,0.0
10859,BMW, X2,2019.0,26972,Automatic,123.0,Petrol,145.0,38.7,2.0,62.0,3.0,0.0
52094,Toyota, Aygo,2018.0,8495,Manual,,Petrol,145.0,56.5,1.0,48.0,3.0,0.0
27242,Ford, Focus,2018.0,13995,Manual,11612.0,Petrol,,,1.0,74.0,4.0,0.0
64407,Opel, Mokka X,2017.0,10498,Manual,20157.0,Petrol,150.0,42.2,1.6,76.0,2.0,0.0
37258,Mercedes, E Class,2017.0,18886,Automatic,26636.0,Diesel,145.0,72.4,2.0,68.0,2.0,0.0
47938,Skoda, Superb,2016.0,14125,Manual,24108.0,Diesel,20.0,68.9,2.0,95.0,3.0,0.0
75692,VW, Arteon,2019.0,27991,Semi-Aut,3987.0,Diesel,145.0,50.4,2.0,49.0,4.0,0.0
64566,Opel, Adam,2015.0,6250,Manual,10870.0,Petrol,125.0,53.3,1.2,58.0,4.0,0.0
17707,ord, EcoSport,2016.0,9900,Manual,30572.0,,125.0,52.3,1.0,31.0,3.0,0.0
16655,Ford, B-MAX,2017.0,8500,Manual,12333.0,Petrol,145.0,47.1,1.4,86.0,2.0,0.0
73424,VW, golf,2017.0,12998,Manual,12459.0,etrol,150.0,54.3,1.4,85.0,4.0,0.0
15253,Ford, Fiesta,2018.0,9500,Manual,29173.0,Petrol,145.0,65.7,1.0,58.0,3.0,0.0
25349,Ford, Focus,2018.0,20995,Manual,965.0,Petrol,145.0,60.1,1.0,91.0,4.0,0.0
52071,Toyota, Yaris,2017.0,10495,Manual,11455.0,Petrol,30.0,58.0,1.3,86.0,1.0,0.0
51343,Toyota, Corolla,2019.0,22514,Automatic,8309.0,Hybrid,135.0,78.5,0.16286595450282282,82.0,2.0,0.0
49027,Skoda, Superb,2019.0,24980,Automatic,5000.0,Diesel,145.0,54.3,2.0,53.0,3.0,0.0
29159,Ford, Focus,2019.0,27995,Manual,7725.0,Petrol,145.0,34.5,2.3,41.0,,0.0
35535,Mercedes, GLA Class,2017.0,20480,Semi-Auto,26999.0,Diesel,145.0,56.5,2.1,84.0,3.0,
68128,VW, Golf,2019.0,28890,Automatic,25.0,Petrol,150.0,32.8,2.0,35.0,1.0,0.0
16320,, Kuga,2019.0,20500,Manual,1005.0,Diesel,150.0,38.2,2.0,39.0,1.0,0.0
33187,Hyundai, I30,2015.0,6990,Manual,50047.0,Diesel,0.0,78.4,1.6,57.0,0.0,0.0
12652,BMW, 1 Series,2019.0,19750,Automatic,7841.0,Diesel,145.0,67.3,2.0,95.0,2.0,0.0
61492,Opel, Corsa,2014.0,4325,Manual,45739.0,Petrol,125.0,51.4,1.2,55.0,4.0,0.0
47070,Skoda, Fabia,2019.0,13990,Semi-Auto,1356.0,Petrol,150.0,60.1,1.0,52.0,0.0,0.0
53016,Toyota, Aygo,2016.0,6750, Manual ,52249.0,Petrol,0.0,69.0,1.0,40.0,0.0,0.0
53327,Toyota, Aygo,2019.0,10995,Manual,355.0,Petrol,145.0,57.7,1.0,62.0,3.0,0.0
38646,Mercedes, C Class,2016.0,22624,Semi-Auto,10271.0,Petrol,,,2.0,53.0,1.0,0.0
54473,Toyota, C-HR,2017.0,20575,Automatic,25038.0,Hybrid,0.0,74.3,1.8,30.0,2.0,0.0
17866,Ford, Focus,2015.0,8000,Manual,65000.0,Diesel,,,2.6312004729689873,57.0,0.0,0.0
75129,VW, Golf,2017.0,13275,Manual,22160.0,Petrol,150.0,54.3,1.4,45.0,4.0,0.0
68855,VW, Golf,2019.0,21250,Semi-Auto,11641.0,Diesel,145.0,52.3,,97.0,1.0,0.0
65482,VW, Golf,2018.0,13500,Manual,26659.0,Petrol,145.0,54.3,1.4,97.0,0.0,0.0
41580,Mercedes, C Class,2012.0,5250,Automatic,170000.0,Diesel,,,2.1,49.0,2.0,0.0
186,Audi, A5,2019.0,27761,Automatic,4000.0,Diesel,145.0,51.4,2.0,73.0,3.0,0.0
59282,Opel, Corsa,2010.5650091895347,9800,Manual,14735.0,Petrol,150.0,43.5,0.0,57.0,,0.0
73486,VW, Polo,2017.0,9990,Manual,11205.0,PETROL,20.0,58.9,1.0,38.0,2.0,0.0
66927,VW, Polo,2017.0,10995,Manual,24000.0,Petro,145.0,60.1,1.2,82.0,3.0,0.0
25924,Ford, Focus,2018.0,16000,Automati,25181.0,Diesel,,,1.5,91.0,3.0,
60224,Opel, Astra,2019.0,14995,Manual,10.0,,145.0,58.9,1.6,36.0,3.0,0.0
63724,Opel, Astra,2017.0,10920,Manual,24192.0,Petrol,160.0,46.3,1.6,99.0,2.0,0.0
72190,VW, Polo,2017.0,9752,Manual,15854.0,Petrol,145.0,60.1,1.0,52.0,4.0,0.0
304,Audi, A3,2017.0,19995,Manual,-52618.45789439822,Diesel,145.0,65.7,2.0,31.0,3.0,0.0
37036,Mercedes, C Class,2017.0,18998,Semi-Auto,27493.0,Hybrid,,,2.1,50.0,0.0,0.0
75311,VW, Passat,2015.0,7493,Manual,136000.0,Diesel,20.0,67.3,1.6,,,0.0
33141,Hyundai, I20,2017.0,8600,Manual,19398.0,Petrol,30.0,58.9,0.0,60.0,1.0,0.0
6327,Audi, A3,2015.0,13990,Manual,47687.0,Diesel,20.0,68.9,2.0,37.0,4.0,0.0
70963,VW, T-Cross,2019.0,20500,Manual,2700.0,Diesel,145.0,52.3,1.6,93.0,3.0,0.0
19743,Ford, Fiesta,2017.0,9895,Manual,19079.0,Petrol,145.0,65.7,1.0,39.0,3.0,0.0
73154,VW, GOLF,2014.0,10470,Semi-Auto,52296.0,iesel,30.0,62.8,2.0,66.0,3.0,0.0
18119,Ford, C-MAX,2014.0,6499,Automatic,52000.0,Diesel,155.0,50.4,2.0,72.0,0.0,0.0
31148,Ford, Monde,2015.0,7990,Manual,67000.0,Diesel,0.0,78.5,1.5,80.0,2.0,0.0
11918,BMW, X3,2016.0,21550,SEMI-AUTO,42255.0,Diesel,200.0,47.9,3.0,69.0,2.0,0.0
20367,Ford, Fiesta,2018.0,10990,Manual,8183.0,Petrol,,65.7,1.0,73.0,4.0,0.0
41064,Mercedes, GLS Class,2017.0,46002,,28416.0,Diesel,145.0,37.2,3.0,75.0,4.0,0.0
40260,ercedes, C Class,2017.0,24699,Semi-Auto,19000.0,Petrol,145.0,43.5,2.0,60.0,1.0,0.0
29957,FORD, Focus,2019.0,16999,Manual,8900.0,Petrol,145.0,60.1,1.0,80.0,3.0,0.0
72475,VW, Tiguan,2012.0,7490, Manual ,87000.0,Diesel,145.0,53.3,0.18642488275779723,78.0,2.0,0.0
65637,VW, Up,2014.0,5000,Manual,49872.0,Petrol,20.0,62.8,1.0,57.0,0.0,0.0
43224,Mercedes, C CLASS,2018.0,25298,Semi-Auto,8702.0,Petrol,,,2.0,58.0,1.0,0.0
1469,Audi, Q7,2014.0,18940,Automatic,60634.0,Diesel,300.0,38.2,3.0,93.0,4.0,0.0
48757,Skoda,,2018.0,19995,Automatic,11100.0,Petrol,150.0,51.4,1.5,44.0,0.0,0.0
54106,Toyota, GT86,2019.0,23998,Semi-Auto,913.0,Petrol,145.0,32.8,2.0,98.0,4.0,0.0
63403,Opel, Viva,2016.0,6360,Manual,21486.0,Petrol,20.0,62.8,1.0,41.0,2.0,0.0
8785,BMW, 2 Series,2019.0,23500,Semi-Auto,2664.0,Petrol,145.0,50.4,2.0,,4.0,0.0
74138,VW, Scirocco,2014.0,10499,unknown,49943.0,Diesel,20.0,55.4,2.0,46.0,4.0,0.0
39370,Mercedes, E Class,2018.0,27326,Semi-Auto,12443.0,Diesel,145.0,70.6,2.0,89.0,3.0,0.0
66932,VW, Golf,2015.0,11989,Manual,16600.0,Petrol,30.0,53.3,1.4,38.0,2.0,0.0
24584,For,Focus,2017.0,9650,Manual,27000.0,Petrol,150.0,61.4,1.0,60.0,0.0,0.0
40460,MERCEDES,GLE Class,2017.0,30498,Semi-Auto,19605.0,Diesel,260.0,42.8,3.0,53.0,0.0,0.0
49449,Skoda, Fabia,2019.0,12455,Manual,3602.0,Petrol,145.0,50.4,1.0,43.0,4.0,0.0
23739,, Fiesta,2018.0,11771,Manual,8110.0,Petrol,145.0,65.7,1.0,60.0,2.0,0.0
57212,Opel, Mokka,2014.0,7700,Manual,37038.0,Petro,200.0,43.5,1.6,37.0,1.0,0.0
34896,Mercedes, A Class,2018.0,17999,Semi-Auto,18101.0,Petrol,150.0,53.3,1.6,50.0,0.0,0.0
23497,Ford, Focus,2016.0,10000,Manual,46008.0,Diesel,0.0,74.3,1.5,125.10995148245617,2.0,0.0
18655,Ford, EcoSport,2018.0,15490,Manual,10000.0,petrol,145.0,54.3,1.0,49.0,4.0,0.0
44517,Mercedes, GLC Class,2018.0,27994,Semi-Auto,,Diesel,145.0,56.5,2.1,70.0,0.0,0.0
41268,Mercedes, C Class,2020.0,30444,Automatic,6000.0,Diesel,,,1.6,35.0,0.0,0.0
68643,VW, Polo,2016.0,9495,Manual,35265.0,Diesel,0.0,83.1,1.4,51.0,0.0,0.0
58072,Opel, Corsa,2019.0,8699,Manual,15845.0,Petrol,145.0,43.5,1.4,76.0,4.0,0.0
8655,BMW, 1 Series,2017.0,12000,Manual,37842.0,Diesel,145.0,68.9,2.0,84.0,4.0,0.0
13591,BMW, X4,2017.0,25000,Semi-Auto,18150.0,Diesel,200.0,47.9,3.0,69.0,0.0,0.0
40359,Mercedes, C Class,2014.0,15698,Semi-Auto,39920.0,Diesel,30.0,64.2,2.1,49.0,1.0,0.0
31766,Hyundai, Tucson,2018.0,18000,Manual,9424.0,Petrol,150.0,34.9,1.6,89.0,2.0,0.0
9618,BMW, X1,2017.0,18499,Automatic,41326.0,Diesel,125.0,60.1,2.0,53.0,3.0,0.0
53846,Toyota, Aygo,2017.0,7950,Manual,13085.0,Petrol,150.0,68.9,1.0,35.0,2.0,0.0
5187,Audi, A5,2014.0,12000,Manual,42953.0,Diesel,20.0,64.2,2.0,35.0,0.0,0.0
24141,Ford, Fiesta,2017.0,9000,Manual,31747.0,Petrol,145.0,65.7,1.0,70.0,0.0,0.0
12157,BMW, 2 Series,2019.0,25500,Automatic,5000.0,Petrol,145.0,40.9,1.5,96.0,0.0,0.0
60621,Opel, Astra,2016.0,7999,Manual,43983.0,Petrol,160.0,47.1,1.4,90.0,3.0,0.0
46743,koda,Karoq,2019.0,22500,Automatic,3436.0,Petrol,145.0,50.4,1.5,86.0,2.0,0.0
3349,Audi, A6,2019.0,27990,Automatic,6000.0,Diesel,145.0,50.4,2.0,62.0,4.0,0.0
47936,Skoda, Fabia,2016.0,7490,Manual,37671.0,Petrol,20.0,60.1,1.2,76.0,4.0,0.0
43415,Mercedes, C Class,2017.0,20999,Automatic,18888.0,Hybrid,135.0,134.5,2.0,39.0,2.0,0.0
37925,Mercedes, A Class,2020.0,25879,Semi-Auto,1000.0,petrol,145.0,53.3,0.3070739443691206,41.0,2.0,0.0
60995,Opel, Crossland X,2019.0,11899,Manual,,Petrol,145.0,47.1,1.2,91.0,3.0,
54506,Toyota, Prius,2016.0,17861,Automatic,14749.0,,0.0,85.6,1.8,40.0,3.0,0.0
11396,BMW, 1 Series,2016.0,9999,Manual,46620.0,Diesel,0.0,83.1,1.5,34.0,1.0,0.0
6085,Audi, TT,2019.0,26500,Manual,,Petrol,145.0,39.8,2.0,58.0,4.0,0.0
25782,Ford, C-MAX,2010.0,3650,anual,88000.0,Petrol,,40.9,1.6,93.0,1.0,0.0
62144,Opel, Combo Life,2019.0,14759,Manual,2674.0,Petrol,145.0,42.2,1.2,71.0,4.0,0.0
62844,Opel, Corsa,2019.0,9990,unknown,18474.0,Petrol,145.0,43.5,,74.0,4.0,0.0
54840,Toyota, Auris,2017.0,12495,Manual,28000.0,Petrol,145.0,58.9,1.2,61.0,2.0,0.0
27212,Ford, kuga,2018.0,18999,Manual,10700.0,Diesel,145.0,64.2,1.5,84.0,0.0,0.0
71297,VW, Polo,2017.0,12291,Semi-Auto,18262.0,Petrol,20.0,60.1,,65.0,3.0,0.0
67626,VW, Touareg,2018.0,34650,Automatic,23555.0,Diesel,145.0,,3.0,53.0,3.0,0.0
65271,Opel, Corsa,2016.0,7199,Manual,31270.0,Petrol,30.0,55.4,1.4,96.0,3.0,0.0
43737,Mercedes, A Class,2016.0,12000,Manual,41497.0,petrol,150.0,50.4,1.6,74.0,0.0,0.0
4559,Audi,,2014.0,9990,Manual,66992.0,Diesel,30.0,61.4,2.0,65.0,2.0,0.0
11632,BMW, 3 Series,2016.0,18770,Automatic,26108.0,Diesel,145.0,53.3,3.0,78.0,1.0,
8084,BMW, 4 Series,2020.0,29500,Semi-Auto,10.0,Petrol,145.0,48.7,2.0,54.0,2.0,0.0
37854,MERCEDES, C Class,2014.0,13950,Semi-Auto,45527.0,Diesel,20.0,64.2,2.1,49.0,1.0,0.0
1453,, Q3,2015.0,15250,Semi-Auto,56310.0,Diesel,160.0,50.4,2.0,56.0,2.0,0.0
28096,, Focus,2019.0,17500,Manual,151.0,Petrol,,,1.0,79.0,4.0,0.0
55948,Opel, Crossland X,2017.0,12600,Manual,11039.0,Petrol,145.0,57.7,1.2,50.0,2.0,0.0
32181,Hyundai, Tucson,2015.0,11000,Manual,49464.0,Diesel,30.0,61.7,1.7,63.0,4.0,0.0
73177,VW, Polo,2016.0,10995,Semi-Auto,15028.0,Petrol,20.0,60.1,1.2,32.0,0.0,0.0
66464,, Golf SV,2019.0,19999,Automatic,10.0,Petrol,145.0,42.8,1.5,71.0,2.0,0.0
42037,Mercedes, C Class,2017.0,20990,AUTOMATI,18000.0,Diesel,,,2.1,83.0,3.0,0.0
20894,Ford,Focus,2018.0,11890,Manual,13914.0,Petrol,,,1.0,94.0,0.0,0.0
31985,Hyundai, Tucson,2017.0,14292,Manual,31382.0,Diesel,145.0,61.7,1.7,88.0,1.0,0.0
55790,Toyota, Yaris,2018.0,13995,Automatic,10784.0,Hybrid,135.0,76.3,1.5,50.0,3.0,0.0
9040,BMW, 3 Series,2014.0,11205,Manual,47735.0,Petrol,160.0,44.8,2.0,76.0,4.0,0.0
53937,Toyota, Aygo,2016.0,6998,Manual,31501.0,Petrol,0.0,69.0,1.0,82.0,3.0,0.0
57698,Opel, Corsa,2015.0,8955,Manual,26967.0,Petrol,30.0,55.4,1.4,52.0,4.0,0.0
33737,Hyundai, Kon,2018.0,14990,Manual,27317.0,Petrol,145.0,52.3,1.0,33.0,2.0,0.0
37848,Mercedes, A Class,2019.0,22899,Semi-Auto,405.0,Diesel,145.0,56.5,2.0,32.0,,0.0
48141,Skoda, Citigo,2012.0,5500,Manual,11136.0,Petrol,0.0,67.3,1.0,80.0,0.0,0.0
49902,Skoda, Kamiq,2019.0,16999,Manual,4259.0,Petrol,145.0,47.9,1.0,56.0,0.0,0.0
6600,Audi, Q2,2017.0,18750,Semi-Auto,20478.0,Petrol,145.0,54.3,1.4,76.0,2.0,0.0
26846,Ford, Fiesta,2018.0,11500,Manual,17500.0,petrol,145.0,62.8,1.0,87.0,1.0,0.0
45527,, C Class,2019.0,29980,Semi-Auto,8709.0,Diesel,145.0,57.7,2.0,77.0,2.0,0.0
60023,Opel, Corsa,2019.0,10990,Manual,1743.0,Petrol,145.0,43.5,1.4,51.0,0.0,0.0
9979,BMW, 3 Series,2015.0,18907,Automatic,27649.0,Petrol,260.0,36.7,3.0,86.0,3.0,0.0
58553,Opel, Astra,2020.0,15295,Manual,9.0,Petrol,145.0,54.3,1.2,47.0,3.0,0.0
45889,Mercedes, C Class,2019.0,26349,Automatic,8999.0,Diesel,145.0,60.1,1.6,89.0,0.0,0.0
59901,Opel, Mokka,2017.0,12996,Manual,19520.0,Petrol,,47.1,1.4,33.0,0.0,0.0
31418,Hyundai, Ioniq,2018.0,18890,Automatic,13826.0,Hybrid,135.0,78.5,1.6,77.0,3.0,0.0
18551,Ford, Focus,2018.0,17400,Manual,14398.0,Petrol,145.0,41.5,2.0,,0.0,0.0
7429,Audi, A6,2014.0,10917,,-52618.45789439822,Diesel,125.0,57.6,2.0,93.0,3.0,0.0
15027,Ford, Focus,2019.0,16400,Manual,13240.0,etrol,,,1.0,31.0,2.0,0.0
17983,Ford, Kuga,2019.0,21200,Manual,5596.0,Petrol,145.0,35.3,1.5,78.0,2.0,0.0
28236,Ford, Focus,2012.0,9799,Manual,54750.0,Petrol,,,2.0,36.0,3.0,0.0
52264,Toyot, Auris,2014.0,14275,Automatic,22460.0,Hybrid,0.0,70.6,1.8,45.0,1.0,0.0
57412,Opel, Astra,2016.0,8728,Manual,29566.0,Diesel,0.0,78.5,1.6,42.0,0.0,0.0
67408,V, Golf,2019.0,31890,Automatic,25.0,Petrol,145.0,32.8,2.0,87.0,1.0,0.0
29311,Ford, Focus,2016.0,15950,Manual,27000.0,Petrol,,,2.0,79.0,0.0,0.0
32945,HYUNDAI, Ioniq,2017.0,12495,,27779.0,Hybrid,,78.5,1.6,38.0,0.0,0.0
6275,Audi, A1,2017.0,14950,Manual,11000.0,Petrol,30.0,,1.4,33.0,0.0,0.0
43153,Mercedes, GLA Class,2016.0,17500,Semi-Auto,25639.0,Diesel,20.0,67.3,2.1,35.0,2.0,0.0
57058,Opel, Meriva,2015.0,6998,Manual,21385.0,Petrol,150.0,47.1,1.4,85.0,2.0,0.0
19682,Ford, Fiesta,2016.0,9989,semi-auto,15590.0,Petrol,0.0,57.7,1.0,58.0,2.0,0.0
24319,Ford, Focus,2014.0,5798,Manual,55246.0,Diesel,,,1.6,47.0,4.0,0.0
11965,BMW, 1 Series,2016.0,11990,Manual,39000.0,Petrol,125.0,53.3,1.5,80.0,1.0,0.0
53369,Toyota, RAV4,2017.0,20999,Automatic,11500.0,Petrol,200.0,43.5,2.0,64.0,1.0,0.0
52045,Toyota, Yaris,2018.0,13999,Automatic,5000.0,Hybrid,135.0,76.3,1.5,67.0,0.0,0.0
4362,Audi, Q3,2016.0,17998,Manual,22541.0,Diesel,145.0,52.3,2.0,47.0,0.0,0.0
56493,Opel, Corsa,2016.0,9500,Automatic,14549.0,Petrol,145.0,47.9,1.4,37.0,2.0,0.0
7090,Audi, A6,2016.0,16999,Semi-Auto,69000.0,Diesel,125.0,57.6,2.0,125.30194543254365,4.0,0.0
35128,Mercedes, CLS Class,2016.0,19113,Semi-Auto,39972.0,Diesel,125.0,57.7,2.1,60.0,0.0,0.0
47785,Skoda, Octavia,2017.0,12230,Semi-Auto,12534.0,Diesel,,64.2,2.0,49.0,1.0,0.0
939,Audi, A6,2018.0,27985,Semi-Aut,1790.0,Diesel,145.0,50.4,2.0,39.0,3.0,0.0
13196,BMW, 3 Series,2017.0,19250,Automatic,27323.0,Diesel,160.0,51.4,,89.0,4.0,0.0
